address,price,size,date_sold,sqm_price,area,percent_increase
Rödabergsgatan 8,2450000,"1 rum, 38 m²",2013-10-16,64 500 kr/m²,"Lägenhet, Birkastan",+6.8 %
Döbelnsgatan 58,2650000,"1½ rum, 32 m²",2013-10-16,82 800 kr/m²,"Lägenhet, Sibirien",+11.6 %
Tegnérlunden 4,8300000,"3 rum, 99 m²",2013-10-16,83 800 kr/m²,"Lägenhet, Vasastan",+/-0.0 %
Roslagsgatan 51,2090000,"1 rum, 28 m²",2013-10-16,74 600 kr/m²,"Lägenhet, Sibirien",-2.8 %
Norrbackagatan 31,4600000,"3 rum, 77 m²",2013-10-15,59 700 kr/m²,"Lägenhet, Birkastan",+15.1 %
Sveavägen 133,2400000,"1 rum, 38 m²",2013-10-15,63 200 kr/m²,"Lägenhet, Vasastan",+9.3 %
Västmannagatan 71C,4500000,"3½ rum, 75 m²",2013-10-15,60 000 kr/m²,"Lägenhet, Hagamalm",-6.3 %
Surbrunnsgatan 1,3130000,"2 rum, 44 m²",2013-10-14,71 100 kr/m²,"Lägenhet, Östermalm",+4.5 %
Hagagatan 15B,6100000,"5 rum, 96 m²",2013-10-14,63 500 kr/m²,"Lägenhet, Vasastan",+1.8 %
Surbrunnsgatan 33,5900000,"3 rum, 100 m²",2013-10-13,59 000 kr/m²,"Lägenhet, Vasastan",+7.3 %
Västmannagatan 85C,3160000,"2 rum, 40 m²",2013-10-12,79 000 kr/m²,"Lägenhet, Vasastan",+5.5 %
Rörstrandsgatan 25,3225000,"2 rum, 45 m²",2013-10-12,71 700 kr/m²,"Lägenhet, Birkastan Vasastan",+8.4 %
Torsgatan 41,3260000,"2 rum, 51 m²",2013-10-12,63 900 kr/m²,"Lägenhet, Vasastan",-5.5 %
Vidargatan 4,11875000,"5 rum, 180 m²",2013-10-11,66 000 kr/m²,"Lägenhet, Vasastan",+8.9 %
Luntmakargatan 69,3120000,"1 rum, 41 m²",2013-10-11,76 100 kr/m²,"Lägenhet, Vasastan",+11.8 %
Bråvallagatan 8,1825000,"1 rum, 25 m²",2013-10-11,73 000 kr/m²,"Lägenhet, Vasastan",-1.4 %
Birger Jarlsgatan 106A,8800000,"4 rum, 131 m²",2013-10-11,67 200 kr/m²,"Lägenhet, Östermalm",-3.3 %
Frejgatan 6A,3420000,"2 rum, 51 m²",2013-10-10,67 100 kr/m²,"Lägenhet, Östermalm",+2.1 %
Norrbackagatan 40,4535000,"2 rum, 66 m²",2013-10-10,68 700 kr/m²,"Lägenhet, Vasastan",+14.1 %
Falugatan 15,2630000,"1 rum, 33 m²",2013-10-10,79 700 kr/m²,"Lägenhet, Birkastan",+14.6 %
Karlbergsvägen 54,6520000,"3 rum, 98 m²",2013-10-10,66 500 kr/m²,"Lägenhet, Vasastan",+9.6 %
Upplandsgatan 37,5715000,"3 rum, 82 m²",2013-10-10,69 700 kr/m²,"Lägenhet, Vasastan",-1.4 %
Vikingagatan 13,3750000,"2 rum, 62 m²",2013-10-10,60 500 kr/m²,"Lägenhet, Birkastan",-5.7 %
Bråvallagatan 5,4400000,"2 rum, 51 m²",2013-10-10,86 300 kr/m²,"Lägenhet, Birkastan",+3.5 %
Vikingagatan 3,2650000,"2 rum, 48 m²",2013-10-10,55 200 kr/m²,"Lägenhet, Vasastan",+/-0.0 %
Tomtebogatan 7,3950000,"2 rum, 59 m²",2013-10-10,67 100 kr/m²,"Lägenhet, Birkastan",+4.1 %
Rödabergsgatan 9,6025000,"3 rum, 103 m²",2013-10-09,58 500 kr/m²,"Lägenhet, Vasastan",+0.5 %
Torbjörn Klockares gata 19,2800000,"1½ rum, 37 m²",2013-10-09,75 700 kr/m²,"Lägenhet, Vasastan",+27.6 %
Birkagatan 25,4150000,"2 rum, 58 m²",2013-10-09,71 600 kr/m²,"Lägenhet, Vasastan",+9.9 %
Sveavägen 115,6390000,"4½ rum, 115 m²",2013-10-09,55 600 kr/m²,"Lägenhet, Hagamalm",+/-0.0 %
Karlbergsvägen 57,1810000,"1 rum, 19 m²",2013-10-08,95 300 kr/m²,"Lägenhet, Vasastan Birkastan",+2.0 %
Roslagsgatan 29,3100000,"2½ rum, 58 m²",2013-10-08,53 400 kr/m²,"Lägenhet, Vasastan",+1.6 %
Tomtebogatan 13,2610000,"1 rum, 30 m²",2013-10-07,87 000 kr/m²,"Lägenhet, Vasastan",+16.3 %
Odengatan 24,4050000,"2 rum, 43 m²",2013-10-07,94 200 kr/m²,"Lägenhet, Vasastan",+5.9 %
Västmannagatan 89,2940000,"1½ rum, 38 m²",2013-10-07,77 400 kr/m²,"Lägenhet, Vasastan",+6.9 %
Drejargatan 4,4250000,"2½ rum, 66 m²",2013-10-07,64 400 kr/m²,"Lägenhet, Birkastan",+/-0.0 %
Västmannagatan 71A,6300000,"3 rum, 82 m²",2013-10-07,76 800 kr/m²,"Lägenhet, Vasastan",+10.0 %
Rödabergsgatan 10,4220000,"2 rum, 66 m²",2013-10-07,63 900 kr/m²,"Lägenhet, Vasastan",+18.0 %
Luntmakargatan 85,3925000,"3 rum, 62 m²",2013-10-07,63 300 kr/m²,"Lägenhet, Vasastan",-1.8 %
Norra Stationsgatan 119,2450000,"1 rum, 31 m²",2013-10-07,79 000 kr/m²,"Lägenhet, Vasastan",+11.6 %
Sankt Eriksgatan 109,2005000,"1 rum, 25 m²",2013-10-06,80 200 kr/m²,"Lägenhet, Birkastan",+1.5 %
Tomtebogatan 11,5500000,"2 rum, 75 m²",2013-10-05,73 300 kr/m²,"Lägenhet, Birkastan",+22.2 %
Bråvallagatan 12A,5350000,"2 rum, 67 m²",2013-10-05,79 900 kr/m²,"Lägenhet, Vasastan",+19.2 %
Rörstrandsgatan 34,3075000,"1 rum, 36 m²",2013-10-05,85 400 kr/m²,"Lägenhet, Birkastan Vasastan",+20.6 %
Luntmakargatan 56B,2450000,"1 rum, 32 m²",2013-10-05,76 600 kr/m²,"Lägenhet, Vasastan",+8.9 %
Sankt Eriksgatan 86,9020000,"5½ rum, 150 m²",2013-10-05,60 100 kr/m²,"Lägenhet, Vasastan",+0.3 %
Norrbackagatan 11,3650000,"2 rum, 51 m²",2013-10-04,71 600 kr/m²,"Lägenhet, Birkastan",+8.1 %
Rådmansgatan 84,3800000,"2 rum, 46 m²",2013-10-04,82 600 kr/m²,"Lägenhet, Vasastan",+8.7 %
Sankt Eriksgatan 101,1960000,"1 rum, 28 m²",2013-10-04,70 000 kr/m²,"Lägenhet, Vasastan",+4.5 %
Sankt Eriksgatan 64,1950000,"1 rum, 30 m²",2013-10-04,65 000 kr/m²,"Lägenhet, Vasastan",+2.9 %
Hälsingegatan 8,3675000,"2 rum, 59 m²",2013-10-04,62 300 kr/m²,"Lägenhet, Vasastan",+5.8 %
Döbelnsgatan 67B,2335000,"1 rum, 35 m²",2013-10-04,66 700 kr/m²,"Lägenhet, Vasastan",+2.0 %
Hagagatan 22,3440000,"2 rum, 64 m²",2013-10-04,53 800 kr/m²,"Lägenhet, Hagamalm",-6.9 %
Sveavägen 135,2630000,"1 rum, 47 m²",2013-10-04,56 000 kr/m²,"Lägenhet, Vasastan",+3.1 %
Karlbergsvägen 83B,4600000,"3½ rum, 90 m²",2013-10-04,51 100 kr/m²,"Lägenhet, Birkastan",-4.2 %
Västmannagatan 22,5950000,"3 rum, 82 m²",2013-10-03,72 600 kr/m²,"Lägenhet, Vasastan",+2.6 %
Gävlegatan 7,2300000,"1 rum, 38 m²",2013-10-03,60 500 kr/m²,"Lägenhet, Birkastan",+/-0.0 %
Surbrunnsgatan 43A,3360000,"2 rum, 49 m²",2013-10-02,68 600 kr/m²,"Lägenhet, Vasastan",+5.0 %
Hagagatan 17G,4070000,"3 rum, 62 m²",2013-10-02,65 600 kr/m²,"Lägenhet, Hagamalm",+10.1 %
Ingemarsgatan 1B,3995000,"2½ rum, 68½ m²",2013-10-02,58 300 kr/m²,"Lägenhet, Östermalm",+/-0.0 %
Rörstrandsgatan 12A,3850000,"2 rum, 34 m²",2013-10-01,113 200 kr/m²,"Lägenhet, Vasastan",+28.8 %
Karlbergsvägen 84,3440000,"2 rum, 54 m²",2013-10-01,63 700 kr/m²,"Lägenhet, Birkastan Vasastan",+9.2 %
Karlbergsvägen 87B,3625000,"2 rum, 52 m²",2013-10-01,69 700 kr/m²,"Lägenhet, Birkastan",+2.1 %
Västeråsgatan 11,5910000,"4 rum, 108 m²",2013-10-01,54 700 kr/m²,"Lägenhet, Vasastan",+1.0 %
Upplandsgatan 54D,3860000,"2 rum, 66 m²",2013-10-01,58 500 kr/m²,"Lägenhet, Hagamalm",-0.9 %
Frejgatan 36A,2230000,"1 rum, 28 m²",2013-09-30,79 600 kr/m²,"Lägenhet, Vasastan",+12.9 %
Tomtebogatan 27,3110000,"2 rum, 39 m²",2013-09-29,79 700 kr/m²,"Lägenhet, Birkastan",+5.4 %
Döbelnsgatan 41,2750000,"1½ rum, 35 m²",2013-09-29,78 600 kr/m²,"Lägenhet, Vasastan",+12.2 %
Roslagsgatan 6,2790000,"1 rum, 36 m²",2013-09-29,77 500 kr/m²,"Lägenhet, Vasastan",+10.5 %
Robert Almströmsgatan 5,5400000,"3 rum, 73 m²",2013-09-27,74 000 kr/m²,"Lägenhet, Vasastan",-0.9 %
Västmannagatan 30,5700000,"3 rum, 87 m²",2013-09-27,65 500 kr/m²,"Lägenhet, Vasastan",+3.8 %
Hälsingegatan 3,7000000,"4 rum, 109 m²",2013-09-27,64 200 kr/m²,"Lägenhet, Vasastan",+7.7 %
Karlbergsvägen 89,3800000,"2 rum, 65 m²",2013-09-27,58 500 kr/m²,"Lägenhet, Vasastan",+/-0.0 %
Norrtullsgatan 43,7870000,"4 rum, 100 m²",2013-09-26,78 700 kr/m²,"Lägenhet, Vasastan",+/-0.0 %
Tomtebogatan 39A,2460000,"1 rum, 30 m²",2013-09-26,82 000 kr/m²,"Lägenhet, Birkastan",+7.2 %
Tomtebogatan 38,6800000,"4 rum, 105 m²",2013-09-26,64 800 kr/m²,"Lägenhet, Vasastan",+5.4 %
Vulcanusgatan 1,3825000,"2 rum, 53 m²",2013-09-26,72 200 kr/m²,"Lägenhet, Vasastan",+12.7 %
Norrtullsgatan 22,9250000,"4 rum, 150 m²",2013-09-26,61 700 kr/m²,"Lägenhet, Vasastan",+3.4 %
Tomtebogatan 1A,3095000,"2 rum, 46 m²",2013-09-26,67 300 kr/m²,"Lägenhet, Vasastan",+/-0.0 %
Norrtullsgatan 25C,3520000,"1½ rum, 60 m²",2013-09-25,58 700 kr/m²,"Lägenhet, Vasastan",+6.7 %
Sigtunagatan 4,3040000,"1 rum, 44 m²",2013-09-25,69 100 kr/m²,"Lägenhet, Vasastan",+15.8 %
Roslagsgatan 17,3200000,"2 rum, 38 m²",2013-09-25,84 200 kr/m²,"Lägenhet, Vasastan Sibirien",+16.4 %
Rådmansgatan 59,4210000,"2 rum, 60 m²",2013-09-25,70 200 kr/m²,"Lägenhet, Vasastan",+5.9 %
Frejgatan 34,3000000,"2½ rum, 43 m²",2013-09-25,69 800 kr/m²,"Lägenhet, Hagamalm",+11.3 %
Karlbergsvägen 71C,3500000,"2 rum, 50 m²",2013-09-25,70 000 kr/m²,"Lägenhet, Birkastan Vasastan",+17.6 %
Norrtullsgatan 63,2410000,"1 rum, 36 m²",2013-09-25,66 900 kr/m²,"Lägenhet, Vasastan",+7.1 %
Robert Almströmsgatan 5,1600000,"1 rum, 17 m²",2013-09-25,94 100 kr/m²,"Lägenhet, Vasastan",+14.7 %
Sveavägen 126,3330000,"2 rum, 53 m²",2013-09-25,62 800 kr/m²,"Lägenhet, Vasastan",+2.5 %
Roslagsgatan 60,3950000,"3 rum, 84½ m²",2013-09-25,46 600 kr/m²,"Lägenhet, Vasastan",+/-0.0 %
Valhallavägen 2,3715000,"3 rum, 69 m²",2013-09-25,53 800 kr/m²,"Lägenhet, Vasastan Östermalm",+0.5 %
Surbrunnsgatan 46,1625000,"1 rum, 10 m²",2013-09-24,162 500 kr/m²,"Lägenhet, Vasastan",+30.0 %
Tomtebogatan 1A,3575000,"2 rum, 52 m²",2013-09-24,68 800 kr/m²,"Lägenhet, Vasastan",+5.3 %
Roslagsgatan 35,2710000,"2 rum, 38 m²",2013-09-24,71 300 kr/m²,"Lägenhet, Sibirien",+4.2 %
Idungatan 10,5900000,"3 rum, 100 m²",2013-09-24,59 000 kr/m²,"Lägenhet, Vasastan",-1.7 %
Birger Jarlsgatan 104G,2900000,"2 rum, 36 m²",2013-09-24,80 600 kr/m²,"Lägenhet, Östermalm",-3.2 %
Dannemoragatan 18,3450000,"2 rum, 56 m²",2013-09-23,61 600 kr/m²,"Lägenhet, Vasastan",+6.2 %
Sigtunagatan 14,2750000,"1 rum, 39 m²",2013-09-23,70 200 kr/m²,"Lägenhet, Sabbatsberg/Atlas",+6.0 %
Birger Jarlsgatan 104L,1515000,"1 rum, 18½ m²",2013-09-23,81 900 kr/m²,"Lägenhet, Vasastan",+2.0 %
Torsgatan 74,2425000,"1 rum, 36 m²",2013-09-23,67 400 kr/m²,"Lägenhet, Vasastan Rödabergen",+6.6 %
Västmannagatan 28,4500000,"2 rum, 61 m²",2013-09-23,73 600 kr/m²,"Lägenhet, Vasastan",+13.2 %
Karlbergsvägen 20,4450000,"2 rum, 66 m²",2013-09-23,67 400 kr/m²,"Lägenhet, Vasastan",+2.3 %
Frejgatan 52,4210000,"3 rum, 71 m²",2013-09-23,59 300 kr/m²,"Lägenhet, Vasastan",+5.9 %
Vikingagatan 5,4000000,"2 rum, 56 m²",2013-09-23,71 400 kr/m²,"Lägenhet, Birkastan Vasastan",+5.4 %
Hagagatan 50,3525000,"2 rum, 55 m²",2013-09-22,64 100 kr/m²,"Lägenhet, Hagamalm",+4.3 %
Observatoriegatan 12A,4525000,"2 rum, 62 m²",2013-09-22,73 000 kr/m²,"Lägenhet, Sabbatsberg/Atlas",+9.0 %
Hagagatan 50,4530000,"2 rum, 69 m²",2013-09-22,65 700 kr/m²,"Lägenhet, Hagamalm",+1.1 %
Ynglingagatan 21,2700000,"2 rum, 37 m²",2013-09-21,73 000 kr/m²,"Lägenhet, Vasastan",+8.2 %
Roslagsgatan 36,4590000,"2 rum, 76 m²",2013-09-20,60 400 kr/m²,"Lägenhet, Sibirien",+2.1 %
Sveavägen 92,6625000,"2 rum, 72 m²",2013-09-20,92 000 kr/m²,"Lägenhet, Vasastan",-4.7 %
Markvardsgatan 6,2800000,"2 rum, 35 m²",2013-09-20,80 000 kr/m²,"Lägenhet, Tule",+1.8 %
Tomtebogatan 33,8425000,"5 rum, 127 m²",2013-09-20,66 300 kr/m²,"Lägenhet, Birkastan",-0.6 %
Tre Liljor 3,2960000,"2 rum, 40 m²",2013-09-19,74 000 kr/m²,"Lägenhet, Hagamalm",+5.7 %
Hälsingegatan 11,3600000,"2 rum, 39 m²",2013-09-19,92 300 kr/m²,"Lägenhet, Vasastan",+38.7 %
Västmannagatan 80,4050000,"2 rum, 60 m²",2013-09-19,67 500 kr/m²,"Lägenhet, Vasastan",+1.4 %
Västmannagatan 17B,3450000,"2 rum, 52 m²",2013-09-19,66 300 kr/m²,"Lägenhet, Vasastan",+3.0 %
Hagagatan 16,4050000,"2 rum, 62 m²",2013-09-19,65 300 kr/m²,"Lägenhet, Vasastan",+5.2 %
Karlbergsvägen 87,3430000,"2 rum, 60 m²",2013-09-19,57 200 kr/m²,"Lägenhet, Birkastan",-4.5 %
Västmannagatan 37B,2650000,"2 rum, 42 m²",2013-09-19,63 100 kr/m²,"Lägenhet, Sabbatsberg/Atlas",+/-0.0 %
Birkagatan 17,6800000,"4 rum, 109 m²",2013-09-19,62 400 kr/m²,"Lägenhet, Vasastan",-2.2 %
Völundsgatan 7,2015000,"1 rum, 24 m²",2013-09-18,84 000 kr/m²,"Lägenhet, Sabbatsberg/Atlas",+8.9 %
Sveavägen 135,2895000,"2 rum, 47 m²",2013-09-18,61 600 kr/m²,"Lägenhet, Vasastan",+/-0.0 %
Observatoriegatan 7,4125000,"2 rum, 61 m²",2013-09-18,67 600 kr/m²,"Lägenhet, Tule",+3.8 %
Karlbergsvägen 51A,3270000,"2 rum, 44 m²",2013-09-17,74 300 kr/m²,"Lägenhet, Birkastan",+9.2 %
Torsgatan 42,5250000,"2 rum, 71 m²",2013-09-16,73 900 kr/m²,"Lägenhet, Sabbatsberg/Atlas",+7.1 %
Vikingagatan 3,2560000,"1 rum, 39 m²",2013-09-16,65 600 kr/m²,"Lägenhet, Vasastan",+2.6 %
Frejgatan 45,4000000,"2 rum, 66 m²",2013-09-16,60 600 kr/m²,"Lägenhet, Vasastan Centrum",-3.6 %
Tomtebogatan 27,2925000,"1 rum, 45 m²",2013-09-14,65 000 kr/m²,"Lägenhet, Birkastan",+4.5 %
Upplandsgatan 85,4550000,"3 rum, 83 m²",2013-09-14,54 800 kr/m²,"Lägenhet, Hagamalm",-5.1 %
Frejgatan 6A,3550000,"3 rum, 50 m²",2013-09-13,71 000 kr/m²,"Lägenhet, Östermalm",+9.2 %
Västmannagatan 50,2050000,"1 rum, 29 m²",2013-09-13,70 700 kr/m²,"Lägenhet, Vasastan",-2.1 %
Dalagatan 38,2995000,"2 rum, 51 m²",2013-09-13,58 700 kr/m²,"Lägenhet, Vasastan",+/-0.0 %
Karlbergsvägen 53A,3910000,"2 rum, 53 m²",2013-09-13,73 800 kr/m²,"Lägenhet, Birkastan",+4.3 %
Valhallavägen 14A,6900000,"4 rum, 120 m²",2013-09-13,57 500 kr/m²,"Lägenhet, Vasastan",+/-0.0 %
Torsgatan 72,4000000,"3 rum, 68 m²",2013-09-13,58 800 kr/m²,"Lägenhet, Birkastan",+1.3 %
Torsgatan 59,3980000,"2 rum, 56 m²",2013-09-12,71 100 kr/m²,"Lägenhet, Vasastan",+7.7 %
Torsgatan 41,2210000,"2 rum, 28 m²",2013-09-12,78 900 kr/m²,"Lägenhet, Vasastan",+10.5 %
Upplandsgatan 79A,6600000,"4 rum, 109 m²",2013-09-12,60 600 kr/m²,"Lägenhet, Vasastan",+1.9 %
Döbelnsgatan 41,4650000,"2 rum, 70 m²",2013-09-12,66 400 kr/m²,"Lägenhet, Vasastan",-2.1 %
Hagagatan 7,4500000,"2 rum, 65 m²",2013-09-12,69 200 kr/m²,"Lägenhet, Vasastan",+7.1 %
Dalagatan 86H,2725000,"1 rum, 38 m²",2013-09-11,71 700 kr/m²,"Lägenhet, Vasastan",+24.1 %
Hälsingehöjden 3,4325000,"2 rum, 61 m²",2013-09-11,70 900 kr/m²,"Lägenhet, Vasastan-Norrmalm",+17.7 %
Birkagatan 32,3850000,"2 rum, 47 m²",2013-09-11,81 900 kr/m²,"Lägenhet, Birkastan",+10.8 %
Robert Almströmsgatan 7,2450000,"1 rum, 35 m²",2013-09-11,70 000 kr/m²,"Lägenhet, Birkastan",+24.1 %
Ingemarsgatan 3B,2325000,"1 rum, 32 m²",2013-09-11,72 700 kr/m²,"Lägenhet, Vasastan",+5.9 %
Eastmansvägen 11,3720000,"2 rum, 46 m²",2013-09-11,80 900 kr/m²,"Lägenhet, Vasastan",+7.8 %
Birger Jarlsgatan 112,8760000,"5 rum, 147 m²",2013-09-11,59 600 kr/m²,"Lägenhet, Vasastan Östermalm",+9.5 %
Norrbackagatan 26B,3160000,"2 rum, 40 m²",2013-09-11,79 000 kr/m²,"Lägenhet, Vasastan",+13.1 %
Västmannagatan 30,3325000,"2 rum, 55 m²",2013-09-11,60 500 kr/m²,"Lägenhet, Bv",+16.7 %
Valhallavägen 49,1760000,"1 rum, 24 m²",2013-09-11,73 300 kr/m²,"Lägenhet, Norra Djurgården",+0.6 %
Markvardsgatan 9,5050000,"3 rum, 80 m²",2013-09-11,63 100 kr/m²,"Lägenhet, Tule",+1.5 %
Tomtebogatan 36,2590000,"1 rum, 31½ m²",2013-09-10,82 200 kr/m²,"Lägenhet, Vasastan-Birkastan",+12.9 %
Dalagatan 86A,3530000,"2 rum, 51 m²",2013-09-10,69 200 kr/m²,"Lägenhet, Vasastan",+18.7 %
Holländargatan 40,6250000,"4 rum, 106 m²",2013-09-10,59 000 kr/m²,"Lägenhet, Vasastan",-1.6 %
Upplandsgatan 33,4350000,"3 rum, 56 m²",2013-09-10,77 700 kr/m²,"Lägenhet, Vasastan",+9.4 %
Dannemoragatan 22,2300000,"1 rum, 29 m²",2013-09-10,79 300 kr/m²,"Lägenhet, Vasastan",+16.5 %
Bråvallagatan 7,2675000,"1 rum, 39½ m²",2013-09-10,68 100 kr/m²,"Lägenhet, Birkastan Vasastan",+/-0.0 %
Upplandsgatan 69A,4100000,"2 rum, 59 m²",2013-09-10,69 500 kr/m²,"Lägenhet, Vasastan",+/-0.0 %
Hälsingegatan 13,2725000,"1 rum, 40 m²",2013-09-09,68 100 kr/m²,"Lägenhet, Vasastan",+10.1 %
Tomtebogatan 13,5705000,"3 rum, 84 m²",2013-09-09,67 900 kr/m²,"Lägenhet, Vasastan",+8.7 %
Valhallavägen 38,6875000,"5 rum, 107 m²",2013-09-07,64 300 kr/m²,"Lägenhet, Östermalm",+2.6 %
Tomtebogatan 51,3775000,"2 rum, 61 m²",2013-09-07,61 900 kr/m²,"Lägenhet, Vasastan",+8.0 %
Upplandsgatan 74,9550000,"5 rum, 152 m²",2013-09-07,62 800 kr/m²,"Lägenhet, Hagamalm",+1.6 %
Idungatan 9,4900000,"3 rum, 83 m²",2013-09-06,59 000 kr/m²,"Lägenhet, Vasastan",+4.5 %
Rådmansgatan 73,8200000,"3½ rum, 108 m²",2013-09-06,75 900 kr/m²,"Lägenhet, Vasastan",+2.8 %
Rörstrandsgatan 32,4410000,"2 rum, 60 m²",2013-09-06,73 500 kr/m²,"Lägenhet, Birkastan",+2.6 %
Ingemarsgatan 4,2895000,"2 rum, 62 m²",2013-09-06,46 700 kr/m²,"Lägenhet, Sibirien",+/-0.0 %
Norra Stationsgatan 111,4300000,"4 rum, 95 m²",2013-09-06,45 300 kr/m²,"Lägenhet, Vasastan",-2.3 %
Dalagatan 24,5120000,"3 rum, 81 m²",2013-09-05,63 200 kr/m²,"Lägenhet, Vasastan",+4.5 %
Norrtullsgatan 3,2200000,"1 rum, 20 m²",2013-09-05,110 000 kr/m²,"Lägenhet, Vasastan Odenplan",+29.8 %
Vanadisvägen 4,1950000,"1 rum, 29 m²",2013-09-05,67 200 kr/m²,"Lägenhet, Vasastan",+/-0.0 %
Norrtullsgatan 63,3330000,"2 rum, 48 m²",2013-09-05,69 400 kr/m²,"Lägenhet, Vasastan",-0.6 %
Sankt Eriksgatan 74,5000000,"2 rum, 62 m²",2013-09-04,80 600 kr/m²,"Lägenhet, Eriksplan",+11.2 %
Odengatan 30,2930000,"1 rum, 43 m²",2013-09-04,68 100 kr/m²,"Lägenhet, Sibirien",+2.8 %
Norrbackagatan 17,4630000,"3 rum, 73 m²",2013-09-04,63 400 kr/m²,"Lägenhet, Birkastan",+3.0 %
Völundsgatan 10,2620000,"1 rum, 37 m²",2013-09-04,70 800 kr/m²,"Lägenhet, Sabbatsberg/Atlas",+5.0 %
Tomtebogatan 27,5050000,"3 rum, 86 m²",2013-09-04,58 700 kr/m²,"Lägenhet, Birkastan",+5.3 %
Tre Liljor 5,2830000,"1½ rum, 37 m²",2013-09-04,76 500 kr/m²,"Lägenhet, Vasastan",+11.0 %
Gävlegatan 11,5600000,"4 rum, 104½ m²",2013-09-04,53 600 kr/m²,"Lägenhet, Vasastan",+1.8 %
Rödabergsbrinken 14,3800000,"2 rum, 58½ m²",2013-09-03,65 000 kr/m²,"Lägenhet, Vasastan",+12.6 %
Sankt Eriksgatan 73,10610000,"6 rum, 178 m²",2013-09-03,59 600 kr/m²,"Lägenhet, Vasastan",+1.9 %
Karlbergsvägen 47A,4660000,"2 rum, 70 m²",2013-09-03,66 600 kr/m²,"Lägenhet, Vasastan",+/-0.0 %
Birger Jarlsgatan 104C,3200000,"2 rum, 52 m²",2013-09-03,61 500 kr/m²,"Lägenhet, Östermalm",+10.5 %
Ingemarsgatan 3B,2095000,"1 rum, 32 m²",2013-09-03,65 500 kr/m²,"Lägenhet, Vasastan",-3.7 %
Bråvallagatan 5,2795000,"1½ rum, 44 m²",2013-09-02,63 500 kr/m²,"Lägenhet, Birkastan",+1.6 %
Birger Jarlsgatan 103A,3835000,"2 rum, 56 m²",2013-09-01,68 500 kr/m²,"Lägenhet, Sibirien",+2.3 %
Döbelnsgatan 63,3700000,"2 rum, 50 m²",2013-08-30,74 000 kr/m²,"Lägenhet, Vasastan",+15.8 %
Hälsingegatan 7B,4025000,"2 rum, 58 m²",2013-08-30,69 400 kr/m²,"Lägenhet, Vasastan",+0.8 %
Birkagatan 25,5800000,"3 rum, 99 m²",2013-08-30,58 600 kr/m²,"Lägenhet, Birkastan",-1.7 %
Västmannagatan 72,3700000,"2 rum, 64½ m²",2013-08-30,57 400 kr/m²,"Lägenhet, Vasastan",-7.4 %
Drejargatan 6,2795000,"2 rum, 42 m²",2013-08-30,66 500 kr/m²,"Lägenhet, Birkastan",+/-0.0 %
Dalagatan 72,7550000,"4½ rum, 112 m²",2013-08-29,67 400 kr/m²,"Lägenhet, Hagamalm",-2.6 %
Tomtebogatan 21,6700000,"3 rum, 97 m²",2013-08-29,69 100 kr/m²,"Lägenhet, Birkastan",+6.3 %
Västmannagatan 71C,3550000,"2 rum, 51 m²",2013-08-29,69 600 kr/m²,"Lägenhet, Hagamalm",+18.5 %
Robert Almströmsgatan 7,3625000,"2 rum, 53 m²",2013-08-29,68 400 kr/m²,"Lägenhet, Vasastan",+4.3 %
Tomtebogatan 35,5100000,"3 rum, 63 m²",2013-08-29,81 000 kr/m²,"Lägenhet, Vasastan",+16.2 %
Karlbergsvägen 74,3550000,"2 rum, 59 m²",2013-08-29,60 200 kr/m²,"Lägenhet, Högst",+1.6 %
Vikingagatan 21,3400000,"2 rum, 51 m²",2013-08-28,66 900 kr/m²,"Lägenhet, Birkastan",+6.4 %
Heimdalsgatan 7,2675000,"1 rum, 32½ m²",2013-08-28,82 100 kr/m²,"Lägenhet, Vasastan",+17.6 %
Frejgatan 46,4450000,"2 rum, 67½ m²",2013-08-28,65 900 kr/m²,"Lägenhet, Vasastan",+2.3 %
Sigtunagatan 11,3925000,"2 rum, 57 m²",2013-08-28,68 900 kr/m²,"Lägenhet, Vasastan",+1.3 %
Birger Jarlsgatan 104O,2950000,"1½ rum, 50 m²",2013-08-28,59 000 kr/m²,"Lägenhet, Vasastan",+/-0.0 %
Birger Jarlsgatan 104C,2080000,"1 rum, 32 m²",2013-08-28,65 000 kr/m²,"Lägenhet, Östermalm",+/-0.0 %
Sankt Eriksgatan 101,1930000,"1 rum, 26 m²",2013-08-27,74 200 kr/m²,"Lägenhet, Eriksplan",+7.5 %
Sankt Eriksgatan 73,7425000,"3 rum, 105 m²",2013-08-27,70 700 kr/m²,"Lägenhet, Vasastan",+1.7 %
Norrbackagatan 24,4325000,"2½ rum, 66 m²",2013-08-27,65 500 kr/m²,"Lägenhet, Birkastan",+3.6 %
Surbrunnsgatan 56,2250000,"1 rum, 28 m²",2013-08-26,80 400 kr/m²,"Lägenhet, Vasastan",+25.0 %
Vulcanusgatan 4,3320000,"2 rum, 39½ m²",2013-08-26,84 100 kr/m²,"Lägenhet, Vasastan",+8.9 %
Frejgatan 20,3020000,"2 rum, 48 m²",2013-08-26,62 900 kr/m²,"Lägenhet, Vasastan",+14.0 %
Västeråsgatan 9,5420000,"3 rum, 85 m²",2013-08-26,63 800 kr/m²,"Lägenhet, Vasastan",+9.5 %
Karlbergsvägen 43B,8950000,"5 rum, 170 m²",2013-08-26,52 600 kr/m²,"Lägenhet, Vasastan",+0.6 %
Roslagsgatan 29,2390000,"1½ rum, 38 m²",2013-08-25,62 900 kr/m²,"Lägenhet, Sibirien",+/-0.0 %
